age,gender,height,weight,bodyfat,diastolic,systolic,sitandbend,situps,broadjump,gripforce
21,1,171.6,72.5,24.5,74,136,-3,33,203,33.3
44,0,157.6,46.8,22.9,77,141,15.6,15,149,28.4
62,0,153.3,54.9,30.4,83,157,25,19,121,21.3
63,1,174.4,71.8,22.1,92,142,6.7,30,173,33.3
38,0,163.1,61,26.5,77,123,21.8,37,170,32.4
38,0,166.2,60.4,23.2,63,125,26.6,28,151,22.7
52,1,163.4,61.3,16.9,82,139,19.5,51,203,39.3
31,1,177.8,89.3,24.9,78,145,9.5,35,185,55.5
54,0,157.1,66.2,39.9,79,136,17.4,27,126,27.2
24,1,170.6,69.9,3,75,123,23.9,60,280,52.4
28,1,174.5,69.4,16.1,63,109,19.5,53,195,35.8
35,1,171.5,76.2,18.9,79,127,18.4,55,214,42.3
25,1,171.4,69.4,15.7,87,141,19,45,232,41.2
32,1,164,65.8,20.6,93,143,4.8,37,191,36.3
27,0,160.4,55.68,24.3,60,124,24.5,64,173,29
63,1,166.8,58.4,20.7,77,122,10.4,30,181,33
26,1,167.3,63.3,12.4,69,140,18.1,56,277,40.7
28,1,167.8,65.5,17.5,88,149,16.2,40,220,53.6
35,0,159.4,55.7,30.1,77,117,21.8,30,156,21.2
56,1,171.4,75,23.5,80,154,18.7,36,180,44.9
24,0,166.6,66,30.2,53,128,22,40,165,31.3
42,1,181.6,79.6,25.6,77,144,7.6,43,229,45.5
27,1,180,92.6,29.2,91,151,3.2,40,207,38.5
46,1,172.5,78.7,22,99,139,9.1,38,218,52.3
28,1,173.3,70.8,24.6,84,140,11.6,53,232,45.4
48,1,175.3,96.7,30.7,94,153,-8.7,26,185,30.7
28,1,171.6,62.2,10.8,75,118,11.4,39,235,40.9
37,1,169.3,73.84,27.7,83,149,15.6,45,183,38.9
35,1,168.1,67.1,17.7,81,125,14.5,44,228,40.4
37,1,170,83.6,20.8,97,159,25.3,57,224,62.3
28,0,167,60.5,19.5,72,127,20.8,47,210,25.2
30,1,171.5,70.7,22.2,82,119,16.1,66,228,45.5
50,1,167.8,76.1,24.8,82,122,13.9,50,193,43.9
22,0,167.4,66.2,34,62,110,11.2,38,0,28.5
46,1,170,77.1,24.8,99,145,8.4,31,200,43.3
31,0,165.1,55.1,25.7,79,114,0,27,136,23.7
54,0,164.6,67.1,29.9,85,135,23.6,37,168,30.9
36,0,155.4,49.9,24.17116,73,117,20.8,32,159,27.5
37,1,171.9,96.6,38.6,117,155,14.4,18,193,39.5
37,1,172,73.1,14.1,88,137,14.3,38,242,56
21,1,183.5,88.7,27,82,134,-5.3,26,201,49.5
62,0,152.7,59.8,33.5,47,98,20.7,19,124,21.7
47,0,153.5,54.4,31.4,80,137,18.1,31,117,28.1
24,0,160.4,58.7,29.1,77,115,22.1,54,187,29.6
26,1,174.8,81.8,22.7,79,130,23.2,48,238,47.1
29,0,161.1,55.9,32.8,60,137,16,3,122,25
60,0,155.1,52.2,31.8,67,114,24,30,116,21.5
45,1,174.5,87.7,31.9,99,146,3.3,35,182,48.9
61,0,164.7,82.3,43.7,85,145,15.2,0,51,23.5
63,1,163.9,57.6,20,78,148,15.9,33,182,40.9
22,0,152.9,45,20.8,72,107,22.4,46,182,24.9
21,1,185.9,69.5,11.9,61,109,13.4,54,208,38.8
32,1,177.3,77.5,15.5,74,117,22.3,58,252,52
26,0,164.5,63.2,28.2,83,131,18.6,41,166,35.9
22,1,179.3,75.1,16.7,76,130,6.3,53,182,52
28,0,159.5,48.8,24.3,77,141,24,43,173,23.6
28,0,160.6,53.3,22.4,89,141,19,52,157,26.4
30,0,167.2,61,34.3,69,97,20.5,41,170,29
26,0,159.3,49,20.9,77,135,21.1,54,171,21.3
63,0,156.9,55.9,31.3,88,160,6,4,60,25.6
22,0,164.2,47.4,22.3,67,125,22.4,44,190,21.4
23,1,173,66.8,12,54,115,18.5,63,262,41
42,1,172.2,70.9,20.5,81,142,17.5,44,216,39.3
24,1,172,70.6,14.7,62,112,7.8,59,218,50.1
33,1,186.8,117.5,28.3,78,133,19.3,49,213,64.9
34,1,170.6,71.7,9.7,69,115,25.4,65,268,50.5
24,0,168.2,54,15.9,66,102,27.5,39,159,24.1
22,0,164.3,59.44,28.3,80,120,14.4,45,179,28.9
33,0,154,54.7,33.9,78,123,18.3,28,136,22.5
60,1,165.5,74.2,35.2,95,158,7.4,27,146,31.9
25,1,171,77.4,22,84,151,17.4,49,223,44.1
27,1,182,80.8,24.1,78,141,-1.6,52,222,40.5
26,1,177,79,17,74,124,21.2,58,218,53.6
56,0,159.5,50,28.5,90,122,25.7,25,139,24.7
63,1,159.3,64.6,24.9,75,139,8.1,23,181,34.7
22,1,169.3,62.3,17.2,70,116,3.7,42,217,40.9
24,0,160.7,58.2,28.5,57,98,21.5,31,187,30.5
38,1,173.5,77.7,24.7,96,151,13.1,39,215,46.9
54,1,171.5,72.9,20.8,88,145,26.2,29,164,40.5
25,1,182,93.5,22.1,94,145,21.2,47,192,53.1
59,0,148.2,53.3,37.4,84,133,14,9,94,20.3
22,0,163.2,52.4,22.7,85,131,29.1,40,185,27.5
24,0,167.9,55.9,28.9,55,111,9.8,21,170,27.2
24,0,164.9,55.4,20.3,69,117,24.6,47,168,28.3
22,1,175.6,96.4,36.6,95,158,-0.4,34,159,41.5
55,0,161,61.9,35.6,92,160,16.3,13,110,25.1
46,0,163,63.8,34.6,64,120,-4,0,110,17.2
22,0,168.6,71,33.9,77,128,30.6,30,212,27
26,0,162.1,56.9,25.14121,73,119,24.2,37,147,33
29,1,166.8,69.2,26.5,78,129,10,35,183,34.6
46,1,167.2,71.1,27.6,93,154,9.1,28,196,37.3
61,1,161.1,66.1,28,82,142,4,37,173,42.7
21,1,173.7,73,16.4,64,117,2.2,35,211,47.2
32,0,151.2,52.4,31.7,90,133,19.7,33,104,23
27,1,171.8,74.8,24.1,77,132,15.1,45,211,39.9
22,1,179.4,70.5,17.8,72,113,22.2,51,222,41.1
58,1,177.7,73.9,19,83,143,12.7,31,170,43
26,1,172.3,65.9,14.4,73,121,11.7,50,237,43.1
21,0,164.2,64,29.7,61,115,19.9,47,175,26.5
59,1,169.4,75.9,24.5,77,137,15.9,27,191,40.1
24,0,173.3,65.3,33.6,77,118,8.4,13,131,26.5
45,1,168,62,12.2,87,133,20.2,54,211,37.8
22,1,179.4,78.6,16.5,86,155,18.2,56,245,56.2
35,1,191.6,125.7,35.2,85,156,9.2,52,228,58
28,1,169.1,64,22.6,94,144,12,49,200,33
29,0,158.4,57.22,27.8,59,124,26.1,43,142,27
60,1,169.7,73.9,28.1,80,130,11.1,35,165,41.2
22,1,184.9,73.9,10.2,97,156,18.2,67,275,56.8
21,0,172.8,54.8,25,77,110,18.8,39,172,20.9
37,1,173.4,70,22.5,97,137,6.8,39,228,46.1
35,0,154,47.6,23.9,84,129,24.5,34,149,21.9
26,0,170,58.9,18.3,71,123,25,37,161,33.3
57,0,161.3,59.8,29.1,73,135,15.3,7,119,23.1
29,1,177.9,65.2,10.6,95,148,18.6,53,239,44.5
35,1,181.5,98.5,22.8,80,122,18,56,205,61.4
38,1,167.7,67.9,15.6,76,139,20.9,57,225,39
28,1,164.3,63.2,26.2,84,131,5.3,43,221,44.3
63,1,167.4,59.8,22,89,157,11.7,19,184,37.8
47,1,167.8,68.8,14.8,76,142,22.4,60,230,52.2
57,1,168.2,74.5,20.2,96,158,5.8,35,197,46.8
30,1,180,85.08,13.1,68,116,26.4,57,226,56.9
35,1,164.6,66,15.7,78,135,27.3,46,198,36.4
24,1,165.7,63.5,20,83,121,19.1,36,273,36.4
28,0,158.6,45.8,24.2,76,118,18.3,29,158,20
59,1,174.5,72.4,20,88,135,15.8,39,194,42
42,1,172.1,65.74,22.3,77,130,3.7,26,214,36.3
45,1,164.7,56.1,14.1,88,136,14.5,48,216,41
51,0,163.3,55,25.6,78,140,16.4,25,126,27.6
39,0,162.1,45,19.4,74,127,19.6,27,169,24.3
40,1,169.5,75.6,28.1,75,134,19.1,28,209,47
25,0,163.5,56.18,28.2,67,100,12.8,27,161,24.9
58,0,155.6,82,47.1,97,157,5.1,12,95,22.1
29,1,181.2,94.72,15.8,90,151,16.6,53,260,43.6
24,1,172.1,72.4,16.1,83,155,7.7,57,234,42.5
58,1,167.5,65.5,17.8,83,158,9.7,34,180,43.6
38,0,156.3,44.9,24.3,55,107,-2.7,23,133,23.9
62,1,172.1,71.52,23.7,64,106,3,42,185,37.2
35,0,156.4,48.5,18.2,77,129,28.6,38,168,29.7
31,0,159.3,47.9,19.2,96,125,25.4,57,211,27.4
51,1,163.5,53.8,17.3,76,124,16.3,44,193,35.7
24,1,174.9,75.1,18.2,79,122,15,44,200,39.7
30,1,175.2,71.5,12.6,96,145,18.1,47,224,45.2
36,1,172.5,80.8,19.9,86,124,17.5,55,212,49.3
36,0,158.5,53.56,19.5,74,122,19.1,43,185,27.1
26,0,160,62.4,31.3,69,118,21.9,42,177,32.5
39,1,175.5,88.1,31,97,159,27.3,37,194,50.1
28,1,169.1,70.8,28,74,125,12.3,38,205,38.3
31,1,175.1,76.2,19.7,80,152,17.9,48,240,44.8
32,1,167.1,69.5,26,51,117,8.6,42,201,46.5
21,0,153.9,58.8,32.3,72,141,19.2,45,167,28.7
60,1,164.3,74,29.3,91,134,16,28,191,32.9
23,1,172.8,76.4,18.4,75,125,14.5,58,226,34.6
21,1,186.4,92.5,11.2,75,124,24.9,71,255,47
45,0,164,51.7,24.5,66,113,-14.3,12,150,19
31,1,168.5,68.2,19.6,79,121,23.6,54,223,50.4
31,1,168.4,63.38,19.4,77,130,17.5,51,227,44.2
26,1,169.9,95.5,33,91,152,11.9,30,190,43.8
43,0,162.7,51.1,25.5,56,108,17.1,20,136,17.1
28,0,168.6,60.2,24.5,77,131,18.9,32,159,30
21,1,157.5,45.5,11.2,80,133,4.6,41,216,31.1
26,1,170.3,64.6,16.6,70,109,2.1,53,228,38.2
21,0,168.2,77.9,31.6,69,116,17.5,48,176,34.4
21,1,169.3,71.1,21.2,85,128,17.1,58,234,50.1
37,1,172.1,72.5,28.1,88,119,16.8,31,194,34.2
61,1,167.2,69.7,26.1,89,147,2.3,32,145,36.1
29,0,160.7,49.24,22,84,119,19.4,44,197,29.2
59,0,163.3,62.54,34.8,81,151,22.5,34,135,24.2
21,1,173,70.3,11.2,76,138,15.4,54,260,43
21,1,171,67.3,11,67,120,22.5,57,260,49.7
26,1,176,80.5,12,73,135,20.2,61,245,48.7
31,1,166.9,73.6,26.6,95,156,17.3,53,202,45.1
25,0,158.1,56.3,29.6,60,105,6.1,19,141,21.9
23,0,166,55.8,26.4,63,108,21,38,165,27
36,1,170.4,66,17.1,95,136,19.7,55,239,40.8
25,0,163.8,54.2,35.8,72,107,19.3,35,156,26.6
44,1,185.6,87.1,19.5,99,159,14.2,41,225,51.6
34,1,158.3,64.1,25.5,92,158,18.5,47,204,40
64,1,160.5,67.9,26.7,91,157,6.5,27,180,41.3
23,0,158.7,67.2,36.8,83,133,15.9,32,156,31.1
42,0,165.4,65.9,15.7522,77,118,26.2,50,184,38.5
28,0,159.6,50.8,27.3,77,120,17.6,36,174,21
22,1,176.5,69.88,17,79,159,16.9,50,220,43.2
61,1,167.4,57.1,19.7,64,125,3.4,33,161,34.7
22,1,166,76.1,19.1,77,140,17.8,61,226,37.1
32,1,163.5,70.4,25.6,86,132,15.7,46,196,34.8
56,0,158.6,59.74,27.1,80,120,22,20,156,23.2
25,1,170.7,66.8,15.9,70,132,20.2,56,245,48.5
21,1,185.8,83.6,13.4,90,142,-6.2,59,232,45
23,0,152.7,48.08,27,66,126,21,41,182,29.3
28,0,153.6,54.7,39,74,117,16,38,137,22.5
23,1,172,72,28.6,80,120,1.8,45,213,29.2
45,0,155.9,58.2,37.2,80,110,18.6,19,146,27.9
60,1,172.5,73.9,21.2,76,137,13.5,36,189,40
33,1,168.7,62.3,22.7,63,113,-6.9,28,195,35.2
53,1,170.4,68.8,23.4,96,146,13.2,47,218,41.6
22,1,169,73.8,17.7,62,127,12.7,63,236,40.7
45,1,167.4,82.9,33.4,87,145,2.8,17,185,39.3
31,1,185.3,93.14,19,89,149,14.5,51,230,44.3
25,1,185,88.1,18,66,123,5.3,45,222,42.7
39,1,169.9,62.7,19.9,67,130,24.8,57,192,39
22,0,163.3,57.2,25.2,66,112,12.9,30,138,30
26,1,181.9,87.3,24.8,68,125,5.8,49,193,47.7
35,0,151.7,44.1,26.6,87,128,15.2,21,113,20.2
28,1,180.1,75.4,18.5,65,135,9,58,220,51.8
39,1,184.4,85.7,18.5,92,138,13.7,46,223,49.8
29,1,171.5,75.36,27.1,88,156,21.9,51,217,42.5
40,1,180.1,82.4,15.1,88,130,20,50,210,54.7
46,1,168.4,75,19,74,119,16.4,41,195,44
29,0,159.6,61.9,38.3,79,113,20.3,27,146,24
26,1,165.9,68.7,16.5,73,157,24.5,68,220,54.1
36,1,176.7,72.7,9.7,72,114,14.4,48,212,50.6
27,0,174.4,64.4,29.1,81,109,21.5,45,156,34
36,1,168,83.5,22.9,87,139,13,61,222,55.9
24,0,161.7,50,24.8,75,122,15.5,20,114,18.2
26,0,163.5,52,19.3,68,119,25.5,40,184,27.9
23,0,175.1,70.8,34.2,93,136,24.4,40,179,31.3
48,0,153,51.7,27.5,81,144,16.4,24,132,24.2
56,1,162.7,74.8,31.3,79,140,3.9,24,160,36.6
23,1,179,78.6,17.5,60,139,16.5,64,263,38.8
44,1,167.1,59.9,18.8,85,121,14.9,42,206,42.1
21,0,163.3,45.3,17,70,110,1.2,18,140,21.8
42,1,174.7,76.2,20.5,77,113,23.4,34,239,43.4
52,0,159,59.5,30,99,157,23,32,160,24.5
26,1,171.1,72.7,26.3,84,145,7.2,41,199,38.9
29,1,184.3,89.5,17.8,77,127,21.7,54,234,54.7
21,0,163.4,55.92,30.9,85,116,31.5,43,186,28.3
60,0,162.6,63.2,34.4,81,123,16.2,11,120,22.5
25,0,163.5,54.5,25,79,112,25.4,41,175,26.1
23,1,162.6,63.8,17.9,69,130,5.2,45,191,39.1
24,0,163.7,61,38.3,89,122,7.9,0,113,17.6
53,1,180.8,78,25.9,81,140,0.1,22,187,39.1
51,0,159.6,79.9,43.8,87,138,11.1,14,160,19.6
37,0,163.9,67,30,54,106,6,24,180,27.9
37,0,155,71.1,24.6,75,123,6.7,22,144,26.3
37,1,172.6,78.26,30.7,120,158,6.6,28,199,40.1
23,1,175.2,70.8,15.5,66,114,11,44,196,44.4
61,0,153.3,52.3,37,69,113,16.8,10,118,15.8
50,1,167.8,69.6,24.2,97,166,14.8,58,212,41.7
38,0,170.6,62.8,32.8,81,129,19.1,21,172,19.2
35,1,179,79,13.5,91,140,29.3,62,259,56.7
26,0,154.5,60.4,33.8,76,126,22.3,28,165,26.5
25,1,172.5,62.4,6.3,76,118,18.7,53,241,41.8
62,1,176.5,70.9,19.1,76,129,3.6,28,151,31.9
34,0,159.4,69.2,35.9,78,133,22.4,31,168,31.2
32,0,153.6,49.4,31.9,66,115,24.8,33,135,19.6
27,0,166.3,52.3,26.5,98,129,20.5,43,146,30
33,1,169.3,71.1,20,79,136,17.2,52,223,45.8
30,1,172.9,82.7,24.9,75,131,-7.5,28,203,52.3
56,1,168.9,72.28,21.6,98,146,16.8,36,182,38.5
29,1,187,85.3,14.6,95,151,17,59,234,54.5
36,1,167.9,65.5,18.7,68,150,21.7,57,247,47.2
47,0,158.2,55.9,27.14,96,141,6.3,19,129,26.8
64,0,153.3,66.3,38.5,83,151,21.3,29,118,28.1
55,1,172.9,67.5,18.7,70,113,8,32,183,42.4
27,0,151.5,49.8,31.1,73,117,18.7,37,165,25.7
38,0,166.6,64.6,20.3,95,145,23.6,42,168,30.8
24,1,174.8,72.4,11.6,85,148,17.5,52,259,54.6
41,0,165.2,67.5,30.4,72,123,19.9,35,177,27.4
58,0,157.8,57.6,32,79,128,19.8,19,148,27.4
28,1,178,82.2,29.3,80,123,23.6,36,214,32.5
23,0,163.1,55.2,32.3,70,95,12.8,23,133,25.1
58,1,168.7,76.1,27.5,84,139,2,0,0,34.5
21,0,158,52.4,30.9,77,112,27.1,34,170,27.6
34,1,171.1,68.4,18.5,66,106,18.7,52,232,39
50,1,177.8,86.3,26.3,85,136,11.3,27,205,54.1
62,0,149.1,60,37.1,82,139,17.4,20,119,22.5
27,1,174.5,76.8,14.6,91,154,16,58,237,51.9
52,1,145.8,58.6,45.8,86,138,13.2,10,50,19.9
44,0,155,62,31.8,62,106,26.5,19,160,28
23,0,168.8,59.3,18.7,82,106,24.2,39,216,30.1
59,1,170.8,72.3,24.2,72,117,11,29,184,40.1
24,1,181.4,86.8,19.3,72,138,18,46,242,51.8
28,1,178,83.46,19.4,84,147,25.3,55,231,48.6
60,0,169.3,61.3,26.1,79,131,22.8,30,164,31.9
41,1,176,78.4,22.8,93,153,16.3,46,205,43.8
60,1,164.7,55.8,17.7,83,147,14.1,27,165,27.2
57,0,154.3,62.7,30.2,72,128,21.8,29,147,24
23,0,165.9,55.5,26.9,70,121,18.7,48,155,19.6
33,1,172.7,66.1,18.3,70,107,18,51,221,42.4
37,0,167.8,70,35.6,85,120,-2.8,13,142,26.1
63,1,167.6,57.5,15,85,138,12.6,28,197,43
26,1,172.1,73,17.8,79,141,11.6,47,214,52.9
26,0,170.4,66.8,24.3,85,126,16.2,48,153,24.3
63,0,150.2,51.9,37.4,77,142,18.8,19,123,19.8
21,1,177.6,74.5,78.4,69,122,26.1,59,235,44.9
57,1,175.5,82.3,25.4,85,152,10.4,27,183,42.5
26,1,172,76.7,29.2,88,141,-25,22,197,39.1
50,1,173.6,68.9,22.3,87,144,16.4,56,195,42.2
43,0,159.9,56.4,25.8,64,111,17,23,165,25
61,1,177.8,78.1,15.1,71,127,3.5,47,140,51.9
21,1,172.5,71.3,20.6,69,143,16.2,37,222,37.3
56,1,167.3,54.7,18.7,64,116,20.5,38,205,36.6
39,1,178.3,80.3,21,73,126,8.9,36,201,49.7
61,1,159.4,56.3,25.2,82,159,4.8,26,169,28
26,0,158.2,60.9,32.5,80,120,26,50,173,34
25,1,171.9,80.5,29,76,115,14.2,15,202,41
29,0,162.5,57.2,33.5,78,114,19.8,36,167,24.7
25,0,159,50.3,20.1,60,130,20.7,44,186,29.8
45,0,159,50.1,16,81,136,28.8,59,212,32.6
27,1,176,70.8,16.7,70,114,17.2,66,241,60.2
27,0,168.1,72.7,33.7,84,145,8.1,25,121,28.5
26,1,176.1,73.7,18.1,62,126,17.9,57,234,42.4
50,1,165.5,71.6,19.5,80,146,0.8,45,217,45.1
22,1,170.3,63.1,16.9,74,122,14.9,51,206,31.7
35,1,168.1,67.6,11.1,69,115,26.7,65,214,47.3
27,1,171,63.5,14.7,96,144,2.7,47,229,35.6
24,1,170.2,79.7,13.2,93,149,17,64,259,51.7
25,1,162.9,60.3,27.4,69,108,9.5,38,195,35.1
21,1,171.9,61.4,17.6,99,131,8.3,44,194,32.1
64,1,163.4,62.1,27.3,89,146,15.5,27,175,35.1
21,1,179.1,70.5,12,96,154,9.3,47,240,46.5
60,0,153.2,50.2,32.6,78,143,20.4,3,118,28.1
52,1,169.3,68.8,23.5,92,132,11.3,36,182,44.1
35,1,173.7,68.5,23.2,87,142,13.5,43,195,43.5
35,1,169.7,97.26,33.6,94,139,5.3,24,200,43.3
58,1,177.4,73.2,15.8,72,144,17.9,36,194,20.5
41,1,170.2,85.4,21.3,89,130,13.4,42,225,49.1
23,1,182.8,88.8,28.8,80,151,16.4,55,221,42.1
47,1,176.5,77,15.9,98,153,19.4,47,213,40.1
30,1,180.3,89.2,16.8,68,127,18,61,260,60.2
62,0,162.8,58.2,23.8,73,138,20,26,120,22
48,1,179.2,79.7,27.3,73,120,17,31,215,42
57,0,160.4,62.4,32.7,69,123,19.5,15,148,24.9
32,1,175.7,61.3,19.6,75,128,-2.5,35,198,41.1
30,1,167.2,60.6,22.3,87,141,9.6,41,193,44.9
23,1,168.7,61,12.1,76,111,24.4,59,242,36.3
23,1,179.6,67.6,17,97,137,14.9,44,175,37.8
61,1,177.5,68.4,21.3,65,112,3.5,24,197,39.7
53,0,163.9,60.8,35,89,145,4.1,17,130,21.3
27,0,163.2,53.8,23.3,88,148,20.1,41,201,29.1
47,0,164.7,55.3,28,68,101,19.5,26,138,22.6
47,0,159.9,52,25.2,61,96,24.4,31,164,27.4
34,1,175.6,89.5,25.9,89,135,16.5,42,206,44.8
27,1,173.6,69.2,9,77,127,21,51,245,50
21,0,152.5,47,36.9,67,109,1.3,9,139,17.5
22,1,187,101.3,26.3,75,133,8.6,56,242,47
21,0,160.7,49.6,28.4,88,132,21.1,56,166,24.6
38,1,176.6,69.1,11.4,75,141,27.5,53,250,43.9
32,1,176.1,75.5,18.4,86,148,6.6,53,210,55.7
54,0,156.8,60.6,30.2,86,108,24,34,162,33.4
23,0,155.8,50.4,26.3,67,97,19.2,32,162,23.9
26,1,176.3,75.02,15.5,94,137,11.3,54,216,43
22,0,170.8,66.5,32.6,84,138,22.7,37,166,27.5
61,1,167,62.92,19.5,78,129,2.6,36,181,31.5
32,1,179.3,86,23.5,84,135,10.5,46,192,52.6
48,1,175,84.3,29.2,96,137,-2.4,24,171,37
37,0,161.2,53.6,30.5,70,122,21.1,19,173,25.4
34,1,169.4,77.1,22.8,90,150,25.9,47,217,51.5
26,0,165.3,55.4,26.8,71,122,24.6,28,156,26.3
45,0,149,45.9,30.3,88,121,6.7,22,138,20.5
21,1,174.4,72.8,17.7,66,110,17.8,42,229,49.9
30,0,161.9,67.9,16.5,81,127,25.1,39,222,44.1
48,1,168.1,68,29.3,97,149,-0.2,17,169,37
29,0,163,58.9,28.6,82,115,23,44,165,26.1
58,0,160.2,57.2,42.5,68,106,14.5,12,103,22.2
39,0,159.8,53.7,26.3,91,146,20.9,36,185,30
26,1,183,71.1,15.4,69,109,18.7,54,222,40.3
26,0,160.7,70.4,38.1,69,123,17.6,33,165,28.4
39,1,173.9,65.5,11.1,81,130,16,54,255,47.8
26,1,186,79.3,23.5,70,140,5.3,45,176,50.9
21,1,178.7,65.4,11.4,44,140,18.5,56,237,43
21,1,172.8,79.5,20.5,63,126,0.9,53,227,48
43,1,175,69.5,15.1,90,140,19.8,51,227,38.3
33,1,184.5,108.3,30.2,87,152,16.7,50,224,58.7
28,1,172,68.6,14.8,64,121,15.5,52,242,50
30,1,179,68.8,12.3,63,103,19,54,233,52
61,0,159.6,63.1,32.3,62,115,12,18,117,22.4
26,1,183.3,77.7,18.3,74,132,14.3,50,218,43.6
44,0,156.3,62.1,35.2,54,122,13.3,37,155,26.9
54,1,174.4,74.4,23.7,80,135,8.3,29,160,34.8
31,1,168.1,74.4,25,81,156,17.6,40,195,40.1
51,1,166.1,70.9,25.4,96,147,13.7,54,207,52.3
59,1,178.9,83.6,20.5,79,127,8.6,42,180,46.9
27,1,182.6,74.42,19.4,79,116,19,57,226,51.4
42,0,158.1,62.1,29.1,72,130,20.1,32,146,30.4
21,0,172.9,68.36,34,70,115,24,42,178,21.9
59,0,153.4,53.3,25,89,149,14,30,128,28.8
27,1,178.8,66.4,11.2,78,144,8.9,39,268,43.9
21,1,172.6,71.7,13.4,86,130,13.6,62,232,51.2
22,0,165.3,51.5,22.8,94,130,28.5,57,173,25.2
28,0,165,76.5,21.7,56,107,23,39,185,39.6
23,1,172.5,67.5,17.9,67,112,2.2,57,241,49
27,1,176.5,70,15.1,85,139,20.5,51,219,65.3
26,1,179.9,82.5,18.4,93,133,22.7,31,248,46.4
56,0,159.5,53.9,31.3,70,124,32,24,135,20.7
22,0,158.9,52.6,29.6,65,120,20.4,23,137,17.2
49,1,167.7,72,24.9,86,129,21,41,209,43.1
24,0,161.1,48.1,21.8,63,102,24.7,46,164,29.6
39,1,171.8,70.1,18.7,93,138,15.8,58,220,55.5
23,1,183.2,74.4,9.5,63,118,13.9,64,218,53.7
21,1,177.2,70.4,21.1,70,114,14.1,35,213,35.5
57,1,169.9,69.5,18.3,88,144,11.1,26,164,48.6
21,1,175.3,80.3,13.8,75,136,24.5,59,245,52.2
60,0,157.5,59.4,29,73,119,29.6,28,152,30.1
44,1,185.3,82.7,19,71,111,8.5,40,220,39.1
21,1,169.5,76,27.8,71,120,3.6,57,211,41.4
26,0,168.5,57.58,26,77,123,22.1,37,159,27.8
24,1,161.1,53.7,6.9,63,121,24.3,60,248,41.8
48,0,170.1,83.5,37.5,78,131,12,17,105,29.9
63,1,163.4,56.64,20.4,63,126,11.6,22,159,29.8
25,1,180.9,91.2,23.4,76,117,21.3,55,259,53.8
49,1,171.3,71.9,19.4,75,130,9.4,48,201,47.5
60,1,170,74.8,26.9,81,140,8.2,29,161,34.9
28,1,179.7,74.1,19.1,70,136,25.5,45,222,37.1
21,1,171.2,65.5,20.4,84,136,20.4,45,224,43.7
23,1,179,86.9,20.1,81,123,19.6,56,207,46.6
38,1,177,75,13.9,86,142,17.8,62,257,52.1
28,1,181.9,78.4,7.8,72,138,26.4,55,258,49
23,0,163.6,54.7,28.3,67,129,21,48,127,23
21,0,169.5,83.7,42.9,73,138,20.3,43,166,21.6
45,1,180.9,78.6,18.4,92,146,19.5,25,214,52.6
24,0,163.7,53.4,27.5,83,122,12.1,37,181,25.7
27,1,174,70.5,18,75,145,10.7,42,246,39.9
58,0,150.4,60.8,31.8,65,122,7.3,22,122,33.1
31,1,174.2,83.3,13.3,74,123,18.4,58,247,55.2
23,1,167,59.6,9.5,68,121,15.3,32,212,40
29,1,182,77.2,19,78,134,5.3,56,234,52.9
22,1,183,78.3,17.5,88,135,5.6,62,206,46.2
44,0,159.7,58.8,32.6,75,106,21.9,20,132,23.5
21,1,183.3,76.5,13.8,66,117,16.3,59,227,41.5
23,0,168.1,55.9,26.3,65,97,15.5,35,160,28.2
56,1,178,71.9,17.6,76,133,4.9,41,175,29.6
24,0,165.7,58.2,24.5,73,125,20.9,52,180,26.8
23,1,175.3,77.5,20.1,80,139,11,37,208,43.9
58,1,168.6,100.4,30.3,82,141,0.1,37,171,43.1
48,1,172,75,38.2,71,139,6.5,21,202,31.9
21,1,183,67,14.9,68,123,4.2,54,205,35.4
26,1,179.9,83.4,17.5,76,139,-5.3,60,233,42.1
63,1,167.2,73.3,24.4,83,157,24.6,31,189,53.3
25,1,179.7,79,14.8,98,149,17.2,58,220,53.9
32,1,170.3,66.3,9.3,72,151,16.7,51,247,47.9
59,0,152.6,61.5,36.1,70,122,16.8,22,120,21.1
36,1,179.1,72.3,16.3,93,125,9.7,39,217,44.2
40,1,183.7,97.7,32.6,88,155,14,32,206,47.3
29,1,170.5,68.4,13.5,81,135,23.3,48,247,39.8
27,1,171.8,70.4,17.1,76,136,13.8,55,247,44.7
24,0,166.6,50.5,17.7,60,105,31,50,198,22.6
33,0,163.7,49.1,25.8,81,117,13.9,38,191,21.6
49,1,176.9,73.2,17.9,75,124,17.5,50,219,53.9
32,1,191.4,93.3,14.6,71,149,15.5,35,235,58.7
57,0,155.4,53.8,23.7,77,124,21.8,35,140,27.6
28,1,178.8,68.3,17.4,67,120,-13.2,49,189,35.1
52,1,174,73.2,22.2,92,137,10.2,46,198,46.1
28,0,162.8,56.8,27.9,81,119,20.9,44,186,32.6
44,0,164.5,63.6,28.3,93,123,19.9,38,138,28.6
21,0,162,48.3,21.3,85,119,24,28,139,24
58,1,170,79.8,25.5,98,146,21.7,26,166,28.7
27,1,171.8,75.1,24.9,90,144,8.6,54,211,42.7
64,1,166.2,62.5,23.5,81,151,13.3,32,177,37.1
25,1,172,65.9,18.6,92,140,12.2,54,227,38.1
28,0,171.5,64,18.5,85,135,18.5,36,198,31.4
48,0,151.3,49.4,27.3,45,91,8.5,21,149,18.7
62,1,167.8,65.42,25.5,85,142,10.5,17,153,28.6
